Symbol,Name,LastSale,MarketCap,Sector,industry
FNBG,FNB Bancorp,36.61,$271.03M,Finance,Major Banks
FOMX,Foamix Pharmaceuticals Ltd.,5.88,$220.11M,Consumer Durables,Specialty Chemicals
FOGO,"Fogo de Chao, Inc.",11.25,$317.85M,Consumer Services,Restaurants
FONR,Fonar Corporation,25.05,$160.7M,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FSCT,"ForeScout Technologies, Inc.",28.66,$1.06B,Technology,Computer peripheral equipment
FRSX,Foresight Autonomous Holdings Ltd.,5.2,$113.82M,Technology,Computer Software: Prepackaged Software
FH,FORM Holdings Corp.,1.18,$31.32M,Consumer Services,Other Consumer Services
FORM,"FormFactor, Inc.",16.95,$1.24B,Technology,Semiconductors
FORTY,Formula Systems (1985) Ltd.,41.7934,$615.57M,Technology,EDP Services
FORR,"Forrester Research, Inc.",46.95,$843.93M,Consumer Services,Diversified Commercial Services
FRTA,"Forterra, Inc.",9.095,$584.61M,Capital Goods,Building Materials
FTNT,"Fortinet, Inc.",41.9,$7.29B,Technology,Computer peripheral equipment
FBIO,"Fortress Biotech, Inc.",4.06,$205.67M,Health Care,Major Pharmaceuticals
FBIOP,"Fortress Biotech, Inc.",23.95,n/a,Health Care,Major Pharmaceuticals
FMCI,Forum Merger Corporation,9.67,$216.2M,Finance,Business Services
FMCIR,Forum Merger Corporation,0.36,n/a,Finance,Business Services
FMCIU,Forum Merger Corporation,10.23,n/a,Finance,Business Services
FMCIW,Forum Merger Corporation,0.4188,n/a,Finance,Business Services
FWRD,Forward Air Corporation,54.78,$1.63B,Transportation,Oil Refining/Marketing
FORD,"Forward Industries, Inc.",1.33,$11.86M,Consumer Non-Durables,Plastic Products
FWP,Forward Pharma A/S,4.47,$210.91M,Health Care,Major Pharmaceuticals
FOSL,"Fossil Group, Inc.",7.53,$365.42M,Consumer Non-Durables,Consumer Specialties
FMI,"Foundation Medicine, Inc.",49.4,$1.79B,Health Care,Medical Specialities
FOXF,Fox Factory Holding Corp.,38,$1.43B,Consumer Non-Durables,Motor Vehicles
FRAN,Francesca&#39;s Holdings Corporation,6.9,$253.47M,Consumer Services,Clothing/Shoe/Accessory Stores
FELE,"Franklin Electric Co., Inc.",45.15,$2.1B,Consumer Durables,Metal Fabrications
FRED,"Fred&#39;s, Inc.",4.87,$185.44M,Consumer Services,Department/Specialty Retail Stores
RAIL,"Freightcar America, Inc.",15.57,$193M,Capital Goods,Railroads
FEIM,"Frequency Electronics, Inc.",9.5,$82.93M,Capital Goods,Electrical Products
FRPT,"Freshpet, Inc.",17.9,$624.02M,Consumer Non-Durables,Packaged Foods
FTEO,"FRONTEO, Inc.",10.8098,$205.45M,n/a,n/a
FTR,Frontier Communications Corporation,7.45,$584.51M,Public Utilities,Telecommunications Equipment
FTRPR,Frontier Communications Corporation,13.49,n/a,Public Utilities,Telecommunications Equipment
FRPH,"FRP Holdings, Inc.",45.05,$450.82M,Finance,Real Estate
FSBW,"FS Bancorp, Inc.",56.78,$208.66M,Finance,Banks
FSBC,"FSB Bancorp, Inc.",16.195,$31.34M,Finance,Savings Institutions
FTD,"FTD Companies, Inc.",7,$192.83M,Consumer Services,Other Consumer Services
FTEK,"Fuel Tech, Inc.",0.97,$23.41M,Capital Goods,Pollution Control Equipment
FCEL,"FuelCell Energy, Inc.",1.72,$120.24M,Miscellaneous,Industrial Machinery/Components
FLGT,"Fulgent Genetics, Inc.",3.42,$60.95M,Health Care,Medical Specialities
FORK,Fuling Global Inc.,4.85,$76.42M,Consumer Non-Durables,Plastic Products
FLL,"Full House Resorts, Inc.",3.62,$82.86M,Consumer Services,Hotels/Resorts
FULT,Fulton Financial Corporation,17.9,$3.13B,Finance,Major Banks
FNKO,"Funko, Inc.",8.2,$396.17M,Consumer Non-Durables,Recreational Products/Toys
FSNN,"Fusion Telecommunications International, Inc.",3.24,$72.47M,Technology,Computer Software: Prepackaged Software
FTFT,Future FinTech Group Inc.,1.4243,$7.37M,Consumer Non-Durables,Packaged Foods
FFHL,"Fuwei Films (Holdings) Co., Ltd.",3.14,$10.25M,Capital Goods,Specialty Chemicals
WILC,"G. Willi-Food International,  Ltd.",5.9,$78.12M,Consumer Non-Durables,Food Distributors
GTHX,"G1 Therapeutics, Inc.",20.86,$591.28M,Health Care,Major Pharmaceuticals
FOANC,Gabelli NextShares Trust,100.04,n/a,n/a,n/a
MOGLC,Gabelli NextShares Trust,100.04,n/a,n/a,n/a
GAIA,"Gaia, Inc.",12.9,$195.67M,Consumer Services,Movies/Entertainment
GLPG,Galapagos NV,92.23,$4.69B,Health Care,Major Pharmaceuticals
GALT,Galectin Therapeutics Inc.,2.7,$96.22M,Health Care,Major Pharmaceuticals
GALE,"Galena Biopharma, Inc.",0.301,$13.76M,Health Care,Major Pharmaceuticals
GLMD,Galmed Pharmaceuticals Ltd.,8.1,$103.14M,Health Care,Major Pharmaceuticals
GLPI,"Gaming and Leisure Properties, Inc.",35.97,$7.65B,Consumer Services,Real Estate Investment Trusts
GPIC,Gaming Partners International Corporation,11.25,$89.24M,Consumer Non-Durables,Recreational Products/Toys
GRMN,Garmin Ltd.,61.79,$11.6B,Capital Goods,Industrial Machinery/Components
GARS,Garrison Capital Inc.,8.54,$137.06M,n/a,n/a
GDS,GDS Holdings Limited,20.23,$1.97B,Technology,"Computer Software: Programming, Data Processing"
GEMP,Gemphire Therapeutics Inc.,9.19,$97.72M,Health Care,Major Pharmaceuticals
GENC,Gencor Industries Inc.,17.7,$254.91M,Capital Goods,Construction/Ag Equipment/Trucks
GNCMA,"General Communication, Inc.",41.3,$1.49B,Public Utilities,Telecommunications Equipment
GFN,General Finance Corporation,6.2,$165.1M,Technology,Diversified Commercial Services
GFNCP,General Finance Corporation,99.95,n/a,Technology,Diversified Commercial Services
GFNSL,General Finance Corporation,25.05,n/a,Technology,Diversified Commercial Services
GENE,Genetic Technologies Ltd,1.009,$16.38M,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNUS,"Genius Brands International, Inc.",2.85,$16.92M,Consumer Services,Movies/Entertainment
GNMK,"GenMark Diagnostics, Inc.",4.655,$255.07M,Health Care,Medical/Dental Instruments
GNCA,"Genocea Biosciences, Inc.",1.29,$37.03M,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GHDX,"Genomic Health, Inc.",29.295,$1.02B,Health Care,Medical Specialities
GNTX,Gentex Corporation,19.5,$5.54B,Capital Goods,Auto Parts:O.E.M.
THRM,Gentherm Inc,35.3,$1.29B,Capital Goods,Auto Parts:O.E.M.
GEOS,Geospace Technologies Corporation,16.59,$222.96M,Capital Goods,Industrial Machinery/Components
GABC,"German American Bancorp, Inc.",35.3,$809.43M,Finance,Major Banks
GERN,Geron Corporation,2.01,$320.06M,Health Care,Major Pharmaceuticals
GEVO,"Gevo, Inc.",0.6521,$14.22M,Basic Industries,Major Chemicals
ROCK,"Gibraltar Industries, Inc.",32.35,$1.03B,Capital Goods,Steel/Iron Ore
GIGM,GigaMedia Limited,3.06,$33.82M,Technology,"Computer Software: Programming, Data Processing"
GIII,"G-III Apparel Group, LTD.",26.81,$1.31B,Consumer Non-Durables,Apparel
GILT,Gilat Satellite Networks Ltd.,7.57,$413.71M,Technology,Radio And Television Broadcasting And Communications Equipment
GILD,"Gilead Sciences, Inc.",72.46,$94.65B,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GBCI,"Glacier Bancorp, Inc.",37.28,$2.91B,Finance,Major Banks
GLAD,Gladstone Capital Corporation,9.8,$261M,Consumer Non-Durables,Textiles
GLADN,Gladstone Capital Corporation,25.6,n/a,Consumer Non-Durables,Textiles
GOOD,Gladstone Commercial Corporation,22.81,$653.14M,Consumer Services,Real Estate
GOODM,Gladstone Commercial Corporation,26,n/a,Consumer Services,Real Estate
GOODO,Gladstone Commercial Corporation,25.9425,$29.83M,Consumer Services,Real Estate
GOODP,Gladstone Commercial Corporation,26.85,$26.85M,Consumer Services,Real Estate
GAIN,Gladstone Investment Corporation,10.83,$352.26M,n/a,n/a
GAINM,Gladstone Investment Corporation,25.6099,n/a,n/a,n/a
GAINN,Gladstone Investment Corporation,25.7,n/a,n/a,n/a
GAINO,Gladstone Investment Corporation,25.22,n/a,n/a,n/a
LAND,Gladstone Land Corporation,13.41,$182.88M,Consumer Services,Real Estate Investment Trusts
LANDP,Gladstone Land Corporation,26.06,n/a,Consumer Services,Real Estate Investment Trusts
GLBZ,Glen Burnie Bancorp,11.35,$31.79M,Finance,Major Banks
GBT,"Global Blood Therapeutics, Inc.",39.15,$1.71B,Health Care,Major Pharmaceuticals
GLBR,"Global Brokerage, Inc.",0.4118,$2.53M,Finance,Investment Bankers/Brokers/Service
ENT,Global Eagle Entertainment Inc.,2.52,$214.98M,Consumer Services,Telecommunications Equipment
GBLI,Global Indemnity Limited,43.74,$769.67M,Finance,Property-Casualty Insurers
GBLIL,Global Indemnity Limited,25.76,n/a,Finance,Property-Casualty Insurers
GBLIZ,Global Indemnity Limited,25.51,n/a,Finance,Property-Casualty Insurers
GPAC,Global Partner Acquisition Corp.,10.05,$160.7M,Consumer Durables,Home Furnishings
GPACU,Global Partner Acquisition Corp.,10.8642,n/a,Consumer Durables,Home Furnishings
GPACW,Global Partner Acquisition Corp.,1.056,n/a,Consumer Durables,Home Furnishings
SELF,"Global Self Storage, Inc.",4.87,$37.11M,Consumer Services,Real Estate Investment Trusts
GWRS,"Global Water Resources, Inc.",9.71,$190.62M,Public Utilities,Water Supply
KRMA,Global X Conscious Companies ETF,18.9,n/a,n/a,n/a
FINX,Global X FinTech ETF,22.28,n/a,n/a,n/a
BFIT,Global X Health & Wellness Thematic ETF,16.64,n/a,n/a,n/a
SNSR,Global X Internet of Things ETF,20.64,n/a,n/a,n/a
LNGR,Global X Longevity Thematic ETF,19.745,n/a,n/a,n/a
MILN,Global X Millennials Thematic ETF,19.13,$4.78M,n/a,n/a
EFAS,Global X MSCI SuperDividend EAFE ETF,18.015,n/a,n/a,n/a
QQQC,Global X NASDAQ China Technology ETF,32.178,$25.74M,n/a,n/a
BOTZ,Global X Robotics & Artificial Intelligence ETF,24.87,n/a,n/a,n/a
CATH,Global X S&P 500 Catholic Values ETF,32.29,n/a,n/a,n/a
SOCL,Global X Social Media ETF,34.68,$143.92M,n/a,n/a
ALTY,Global X SuperDividend Alternatives ETF,15.482,n/a,n/a,n/a
SRET,Global X SuperDividend REIT ETF,15.57,$3.11M,n/a,n/a
YLCO,Global X Yieldco Index ETF,12.458,$3.11M,n/a,n/a
GLBS,Globus Maritime Limited,1.02,$28.71M,Transportation,Marine Transportation
GLUU,Glu Mobile Inc.,4.31,$590.62M,Technology,EDP Services
GLYC,"GlycoMimetics, Inc.",12.67,$435.06M,Health Care,Major Pharmaceuticals
GOGO,Gogo Inc.,10.11,$877.27M,Consumer Services,Telecommunications Equipment
GLNG,Golar LNG Limited,24.41,$2.47B,Consumer Services,Marine Transportation
GMLP,Golar LNG Partners LP,21.15,$1.46B,Consumer Services,Marine Transportation
GMLPP,Golar LNG Partners LP,25.3405,n/a,Consumer Services,Marine Transportation
GDEN,"Golden Entertainment, Inc.",33.61,$886.35M,Consumer Services,Services-Misc. Amusement & Recreation
GOGL,Golden Ocean Group Limited,8.14,$1.17B,Consumer Services,Marine Transportation
GBDC,"Golub Capital BDC, Inc.",18.93,$1.13B,n/a,n/a
GTIM,Good Times Restaurants Inc.,2.6,$32.31M,Consumer Services,Restaurants
GPRO,"GoPro, Inc.",8.58,$1.25B,Miscellaneous,Industrial Machinery/Components
GSHT,"Gores Holdings II, Inc.",9.9399,$497M,Finance,Business Services
GSHTU,"Gores Holdings II, Inc.",10.45,n/a,Finance,Business Services
GSHTW,"Gores Holdings II, Inc.",1.45,n/a,Finance,Business Services
GOV,Government Properties Income Trust,18.7,$1.85B,Finance,Real Estate
GOVNI,Government Properties Income Trust,25.8167,n/a,Finance,Real Estate
LOPE,"Grand Canyon Education, Inc.",89.55,$4.31B,Consumer Services,Other Consumer Services
GRVY,"GRAVITY Co., Ltd.",73.9,$256.76M,Miscellaneous,Business Services
GECC,Great Elm Capital Corp.,10,$106.68M,n/a,n/a
GECCL,Great Elm Capital Corp.,25.4,n/a,n/a,n/a
GEC,"Great Elm Capital Group, Inc. ",4.2,$106.81M,Technology,Computer Software: Prepackaged Software
GLDD,Great Lakes Dredge & Dock Corporation,4.95,$305.3M,Basic Industries,Military/Government/Technical
GSBC,"Great Southern Bancorp, Inc.",52.1,$732.46M,Finance,Major Banks
GNBC,"Green Bancorp, Inc.",21.075,$785.69M,Finance,Major Banks
GRBK,"Green Brick Partners, Inc.",11.7,$591.84M,Capital Goods,Homebuilding
GPP,Green Plains Partners LP,18.9,$601.24M,Basic Industries,Major Chemicals
GPRE,"Green Plains, Inc.",16.45,$677.12M,Basic Industries,Major Chemicals
GCBC,"Greene County Bancorp, Inc.",29.1,$247.46M,Finance,Banks
GLRE,"Greenlight Reinsurance, Ltd.",21.65,$808.6M,Finance,Property-Casualty Insurers
GSUM,Gridsum Holding Inc.,10.88,$334.06M,Technology,Computer Software: Prepackaged Software
GRIF,"Griffin Industrial Realty, Inc.",35.08,$175.42M,Finance,Real Estate
GRFS,"Grifols, S.A.",23.12,$15.8B,Health Care,Major Pharmaceuticals
GRPN,"Groupon, Inc.",5.72,$3.19B,Technology,Advertising
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,40.3,$1.98B,Transportation,Aerospace
GGAL,Grupo Financiero Galicia S.A.,56.9,$8.12B,Finance,Commercial Banks
GSIT,"GSI Technology, Inc.",8.43,$177.73M,Technology,Semiconductors
GSVC,GSV Capital Corp,6.62,$141.15M,n/a,n/a
GTXI,"GTx, Inc.",12.1,$260.66M,Health Care,Major Pharmaceuticals
GTYH,"GTY Technology Holdings, Inc.",9.94,$685.86M,Finance,Business Services
GTYHU,"GTY Technology Holdings, Inc.",10.4,n/a,Finance,Business Services
GTYHW,"GTY Technology Holdings, Inc.",1.2,n/a,Finance,Business Services
GBNK,Guaranty Bancorp,27.95,$817.29M,Finance,Major Banks
GNTY,"Guaranty Bancshares, Inc.",29.9,$330.66M,Finance,Major Banks
GFED,"Guaranty Federal Bancshares, Inc.",21.78,$96.31M,Finance,Major Banks
GIFI,"Gulf Island Fabrication, Inc.",12.85,$191.43M,Capital Goods,Metal Fabrications
GURE,"Gulf Resources, Inc.",1.58,$73.95M,Basic Industries,Major Chemicals
GPOR,Gulfport Energy Corporation,12.22,$2.24B,Energy,Oil & Gas Production
GWPH,GW Pharmaceuticals Plc,128.15,$3.25B,Health Care,Major Pharmaceuticals
GWGH,"GWG Holdings, Inc",9.05,$52.61M,Finance,Life Insurance
GYRO,"Gyrodyne , LLC",21.4028,$31.73M,Consumer Services,Building operators
HEES,"H&E Equipment Services, Inc.",36.07,$1.29B,n/a,n/a
HLG,Hailiang Education Group Inc.,42.38,$1.09B,Consumer Services,Other Consumer Services
HNRG,Hallador Energy Company,5.88,$175.28M,Energy,Coal Mining
HALL,"Hallmark Financial Services, Inc.",11.33,$205.73M,Finance,Property-Casualty Insurers
HALO,"Halozyme Therapeutics, Inc.",18.86,$2.68B,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HBK,"Hamilton Bancorp, Inc.",14.65,$49.97M,Finance,Savings Institutions
HLNE,Hamilton Lane Incorporated,33.27,$1.57B,Finance,Investment Managers
HBHC,Hancock Holding Company,48.8,$4.16B,Finance,Major Banks
HBHCL,Hancock Holding Company,26.3,n/a,Finance,Major Banks
HAFC,Hanmi Financial Corporation,30.05,$973.9M,Finance,Major Banks
HQCL,"Hanwha Q CELLS Co., Ltd. ",7.785,$651M,Technology,Semiconductors
HONE,"HarborOne Bancorp, Inc.",18.83,$615.03M,Finance,Major Banks
HDNG,Hardinge Inc.,17.01,$220.24M,Capital Goods,Industrial Machinery/Components
HLIT,Harmonic Inc.,4.5,$367.28M,Technology,Radio And Television Broadcasting And Communications Equipment
HBIO,"Harvard Bioscience, Inc.",3.3,$115.11M,Capital Goods,Biotechnology: Laboratory Analytical Instruments
HCAP,Harvest Capital Credit Corporation,11.76,$76.3M,n/a,n/a
HCAPZ,Harvest Capital Credit Corporation,25.45,n/a,n/a,n/a
HAS,"Hasbro, Inc.",94.65,$11.79B,Consumer Non-Durables,Recreational Products/Toys
HA,"Hawaiian Holdings, Inc.",39.15,$2.05B,Transportation,Air Freight/Delivery Services
HCOM,"Hawaiian Telcom Holdco, Inc.",30.93,$358.42M,Consumer Services,Telecommunications Equipment
HWKN,"Hawkins, Inc.",40.55,$432.4M,Consumer Durables,Specialty Chemicals
HWBK,"Hawthorn Bancshares, Inc.",20.05,$116.3M,Finance,Major Banks
HYAC,Haymaker Acquisition Corp.,9.69,n/a,Finance,Business Services
HYACU,Haymaker Acquisition Corp.,9.97,n/a,Finance,Business Services
HYACW,Haymaker Acquisition Corp.,0.9,n/a,Finance,Business Services
HAYN,"Haynes International, Inc.",32.08,$401.25M,Capital Goods,Steel/Iron Ore
HDS,"HD Supply Holdings, Inc.",35.03,$6.54B,Consumer Services,Office Equipment/Supplies/Services
HIIQ,"Health Insurance Innovations, Inc.",24.3,$401.99M,Finance,Specialty Insurers
HCSG,"Healthcare Services Group, Inc.",50.55,$3.7B,Health Care,Hospital/Nursing Management
HQY,"HealthEquity, Inc.",51.5,$3.12B,Miscellaneous,Business Services
HSTM,"HealthStream, Inc.",23.1,$736.8M,Technology,"Computer Software: Programming, Data Processing"
HTLD,"Heartland Express, Inc.",21.26,$1.77B,Transportation,Trucking Freight/Courier Services
HTLF,"Heartland Financial USA, Inc.",49.9,$1.49B,Finance,Major Banks
HTBX,"Heat Biologics, Inc.",0.4495,$16.09M,Health Care,Major Pharmaceuticals
HEBT,"Hebron Technology Co., Ltd.",3.15,$46.29M,Capital Goods,Metal Fabrications
HSII,"Heidrick & Struggles International, Inc.",24.4,$458.37M,Technology,Diversified Commercial Services
HELE,Helen of Troy Limited,88.3,$2.41B,Consumer Durables,Home Furnishings
HMNY,Helios and Matheson Analytics Inc,13.87,$154.31M,Consumer Services,Other Consumer Services
HMTV,"Hemisphere Media Group, Inc.",11.35,$466.81M,Consumer Services,Television Services
HNNA,"Hennessy Advisors, Inc.",16.5,$126.9M,Finance,Investment Managers
HSIC,"Henry Schein, Inc.",69.98,$10.98B,Health Care,Medical Specialities
HTBK,Heritage Commerce Corp,15.28,$583.7M,Finance,Major Banks
HFWA,Heritage Financial Corporation,30.7,$918.83M,Finance,Banks
HCCI,"Heritage-Crystal Clean, Inc.",19.05,$435.86M,Basic Industries,Miscellaneous
MLHR,"Herman Miller, Inc.",34.35,$2.05B,Consumer Durables,Office Equipment/Supplies/Services
HRTX,"Heron Therapeutics, Inc.  ",16.9,$921.13M,Health Care,Major Pharmaceuticals
HSKA,Heska Corporation,87.3,$632.38M,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HX,Hexindai Inc.,13.31,$637.84M,Finance,Finance: Consumer Services
HIBB,"Hibbett Sports, Inc.",17.9,$367.66M,Consumer Services,Other Specialty Stores
SNLN,Highland/iBoxx Senior Loan ETF,18.18,$474.45M,n/a,n/a
HPJ,Highpower International Inc,4.15,$64.37M,Miscellaneous,Industrial Machinery/Components
HIHO,Highway Holdings Limited,3.7,$14.07M,Capital Goods,Metal Fabrications
HIMX,"Himax Technologies, Inc.",13.045,$2.25B,Technology,Semiconductors
HIFS,Hingham Institution for Savings,201,$428.68M,n/a,n/a
HSGX,Histogenics Corporation,2.05,$49.35M,Health Care,Industrial Specialties
HMNF,"HMN Financial, Inc.",18.55,$83.43M,Finance,Savings Institutions
HMSY,HMS Holdings Corp,16.18,$1.36B,Miscellaneous,Business Services
HOLI,"Hollysys Automation Technologies, Ltd.",25.94,$1.57B,Energy,Industrial Machinery/Components
HOLX,"Hologic, Inc.",40.87,$11.27B,Health Care,Medical Electronics
HBCP,"Home Bancorp, Inc.",41.37,$308.03M,Finance,Banks
HOMB,"Home BancShares, Inc.",22.22,$3.86B,Finance,Major Banks
HFBL,"Home Federal Bancorp, Inc. of Louisiana",27.1351,$52.32M,Finance,Savings Institutions
HMST,"HomeStreet, Inc.",30.25,$813.37M,Finance,Major Banks
HMTA,HomeTown Bankshares Corporation,10.95,$63.25M,Finance,Major Banks
HTBI,"HomeTrust Bancshares, Inc.",26.25,$497.75M,Finance,Savings Institutions
HOFT,Hooker Furniture Corporation,47.75,$561.66M,Consumer Durables,Home Furnishings
HOPE,"Hope Bancorp, Inc.",17.84,$2.42B,Finance,Major Banks
HFBC,"HopFed Bancorp, Inc.",13.84,$92.35M,Finance,Major Banks
HBNC,Horizon Bancorp (IN),26.81,$683.18M,Finance,Major Banks
HZNP,Horizon Pharma plc,13.76,$2.26B,Health Care,Major Pharmaceuticals
HRZN,Horizon Technology Finance Corporation,11.13,$128.2M,n/a,n/a
DAX,Horizons DAX Germany ETF,31.68,$19.01M,n/a,n/a
QYLD,Horizons NASDAQ-100 Covered Call ETF,24.495,$19.6M,n/a,n/a
HDP,"Hortonworks, Inc.",20.39,$1.44B,Technology,Computer Software: Prepackaged Software
HPT,Hospitality Properties Trust,29.79,$4.9B,Consumer Services,Real Estate Investment Trusts
TWNK,"Hostess Brands, Inc.",12.86,$1.67B,Consumer Non-Durables,Packaged Foods
TWNKW,"Hostess Brands, Inc.",1.79,n/a,Consumer Non-Durables,Packaged Foods
HMHC,Houghton Mifflin Harcourt Company,9,$1.11B,Consumer Services,Books
HWCC,Houston Wire & Cable Company,6.45,$106.47M,Consumer Non-Durables,Telecommunications Equipment
HOVNP,Hovnanian Enterprises Inc,7.06,$35.3M,Capital Goods,Homebuilding
HBMD,"Howard Bancorp, Inc.",20.9,$205.13M,Finance,Major Banks
HSNI,"HSN, Inc.",41.275,$2.16B,Consumer Services,Other Specialty Stores
HTGM,"HTG Molecular Diagnostics, Inc.",2.2,$27.52M,Capital Goods,Biotechnology: Laboratory Analytical Instruments
HUBG,"Hub Group, Inc.",44.45,$1.52B,Transportation,Oil Refining/Marketing
HSON,"Hudson Global, Inc.",1.42,$44.4M,Technology,Professional Services
HDSN,"Hudson Technologies, Inc.",5.67,$238.36M,Consumer Durables,Industrial Specialties
HUNT,Hunter Maritime Acquisition Corp.,9.73,$41.96M,Transportation,Oil Refining/Marketing
HUNTU,Hunter Maritime Acquisition Corp.,10.03,n/a,Transportation,Oil Refining/Marketing
HUNTW,Hunter Maritime Acquisition Corp.,0.61,n/a,Transportation,Oil Refining/Marketing
